band,ss,site_name,island,year,zone,utm_e,utm_n,sex,age,mass,wing,tarsus,primext,billd,billw,billl,bill_sa,bodsize,billsc,maxt,veg1,veg2
2541-49953,357,cz104,CZ,2014,11,237567,3768073,M,SY,22.4,60.05,19.02,4.96,6.22,5.07,9.34,82.81913677,0.403505693,2.404982155,22.8,-0.364042727,0.629650604
2541-49954,358,cz108,CZ,2014,11,238239,3768139,M,ASY,20.4,62.17,18.98,6.35,6.31,5.42,9.61,88.53424359,0.085867064,8.48997786,22.9,-0.067682237,0.250603674
2541-49955,359,cz109,CZ,2014,11,238479,3768081,M,SY,20.2,57.65,19.13,4.28,5.82,5.02,8.45,71.94090097,-1.67114056,-6.057336567,22.9,-0.253041803,1.052059995
2541-49956,360,cz110,CZ,2014,11,238694,3768044,M,SY,21.1,58.06,20,5.17,6.03,4.87,9.13,78.16046903,-1.030901298,-0.583324509,22.9,-0.239700831,-0.137250852
2541-49957,361,cz111,CZ,2014,11,238845,3767990,M,SY,19.7,59.09,20.74,5.23,6.09,4.93,9.45,81.79057934,-1.418772571,3.498460312,22.9,-1.025778169,-0.22037892
2541-49958,362,cz112,CZ,2014,11,238308,3768105,M,SY,20.4,59.23,18.83,6.58,6.04,4.91,9,77.400989,-0.986029947,-1.395057044,22.9,-0.564248185,-0.025590839
2541-49959,363,cz102,CZ,2014,11,237158,3768005,M,SY,19.5,56.84,19.23,6.01,6.05,4.64,9.21,77.32629764,-2.348159034,0.116445347,22.8,0.196754077,2.095750076
2541-49960,364,cz102,CZ,2014,11,237158,3768005,F,SY,20,58.63,18.8,5.89,6.23,4.96,9.61,84.45849836,-1.422898673,6.171184161,22.8,0.196754077,2.095750076
2541-49961,365,cz103,CZ,2014,11,237282,3768053,M,ASY,22.3,61.87,20.29,5.98,6.15,5.25,8.64,77.3585775,1.012532428,-3.764786256,22.8,-1.206104982,0.564443846
2541-49962,366,cz217,CZ,2014,11,237119,3768053,M,ASY,21.5,59.14,19.34,6.2,6.32,5.48,8.88,82.29716115,-0.419028979,2.840844797,22.8,-0.595416162,0.3684368
2541-49963,367,cz115,CZ,2014,11,239031,3767957,M,SY,21.4,59.41,19.22,6.09,5.81,4.95,9.04,76.39599351,-0.375118016,-3.11145698,22.9,-0.564248185,-0.025590839
2541-49964,368,cz100,CZ,2014,11,239006,3767988,M,ASY,21.5,60.96,19.42,5.32,6.33,5.34,9.13,83.68189666,0.244526314,3.452872882,22.9,-0.847014867,-0.072073486
2541-49973,373,cz35,CZ,2015,11,247330,3765585,M,SY,19,62.55,18.29,7.4,5.77,4.66,9.21,75.4455832,-0.538988242,-3.871041082,23.1,-0.51327056,2.018254456
2541-49974,374,cz198,CZ,2015,11,245342,3766327,M,ASY,19,59.95,19.39,5.57,5.86,5.08,9.04,77.6739934,-1.486924375,-0.538763132,23.2,-0.317072902,0.035854949
2541-49975,375,cz79,CZ,2015,11,244829,3766610,M,SY,21.6,61.13,19.72,5.7,6.4,5.13,9.32,84.39857248,0.361035312,4.033874451,23.3,-0.067682237,0.250603674
2541-49976,376,cz79,CZ,2015,11,244829,3766610,M,SY,21.1,60.94,20.31,4.7,5.86,5.15,9.6,83.01344428,0.019120264,3.046904926,23.3,-0.067682237,0.250603674
2541-49977,377,cz199,CZ,2015,11,245103,3762916,M,SY,22.7,62.7,18.5,6.22,6.21,5.17,9.26,82.76431598,1.533257042,1.034570539,23,0.142502588,-0.675939078
2541-49979,378,cz58,CZ,2015,11,245001,3763524,M,SY,20.2,60.46,19.03,6.93,6.04,5.34,9.28,82.9430726,-0.646640355,3.751808764,23,0.843142575,-0.870773724
2541-49978,379,cz59,CZ,2015,11,244964,3763634,M,SY,22.1,61.69,18.8,6.07,6.28,5.03,9.25,82.16639236,0.837848963,1.246446784,23,2.282072807,-0.767869414
2541-49980,380,cz125,CZ,2015,11,260636,3767164,M,SY,20.5,61.17,18.7,7.65,6.23,4.99,9.65,85.03741535,-0.224195198,5.354215856,23.8,-0.574098797,-0.531683116
2541-49981,381,cz125,CZ,2015,11,260636,3767164,M,SY,20.8,61.47,19.84,6.38,6.4,5,8.4,75.20972813,0.048767724,-4.79133557,23.8,-0.574098797,-0.531683116
2541-49982,382,cz126,CZ,2015,11,260681,3767088,M,SY,20,61.52,19.77,6.23,6.08,5.04,9.25,80.78605509,-0.369231203,1.27174943,23.8,-0.621068622,0.062112539
2541-49983,383,cz127,CZ,2015,11,260364,3767277,M,SY,20.2,61.88,19.4,6.57,6.18,5.2,9.21,82.31742443,-0.12892139,2.523278977,23.8,-0.574098797,-0.531683116
2541-49984,384,cz186,CZ,2015,11,240859,3764413,M,SY,21.2,60.19,19.79,6.36,6.05,5.06,8.94,78.00841594,-0.199794293,-1.703198308,22.8,0.92829425,0.584161353
2541-49985,385,cz187,CZ,2015,11,241122,3764228,M,ASY,20.7,62.35,19.02,7.89,5.79,5.02,8.93,75.81707653,0.315079087,-4.494105663,22.8,-0.232389376,0.160346269
2541-49986,386,cz60,CZ,2015,11,244057,3763183,M,SY,21.2,61.86,18.63,5.92,5.93,5.11,8.87,76.90995807,0.409072377,-3.510678925,22.9,2.314653658,-0.17710143
2541-49987,387,cz18,CZ,2015,11,260919,3767208,M,SY,20.9,61.67,20.13,6.27,5.77,5.31,9.27,80.669502,0.176214446,0.520027113,24.3,-1.261575026,-0.860657222
2541-49988,388,cz20,CZ,2015,11,260741,3767100,M,SY,21.4,60.32,19.78,7.88,6.32,5.19,9.32,84.25217426,-0.043340369,4.358370058,24.3,-0.407566261,-0.184493575
2541-49989,389,cz19,CZ,2015,11,260389,3767097,M,SY,20.2,63.25,19.83,7.42,6.31,5.32,9.42,86.04398163,0.370568033,5.668182786,23.8,-0.776302892,-0.981538884
2541-49990,390,cz177,CZ,2015,11,234962,3769976,M,SY,20,62.18,19.68,6.76,5.91,4.97,9.21,78.70066588,-0.128601261,-1.093852362,22.8,-0.364042727,0.629650604
2541-49991,391,cz178,CZ,2015,11,234851,3769967,M,SY,20.9,63.07,18.69,6.75,5.85,5.39,9.1,80.33366574,0.686641595,-0.410199474,22.8,-0.028809133,0.684758032
2541-49992,392,cz176,CZ,2015,11,234965,3770142,M,SY,20.7,64.12,19.7,6.57,5.78,4.84,9.11,75.98585859,0.960404839,-5.076802802,22.8,0.359870113,0.782991762
2541-49993,393,cz181,CZ,2015,11,234746,3770461,M,SY,22,64.94,20.09,5.9,6.3,4.86,9.24,80.98900197,1.968240571,-1.247280011,22.8,-0.229014592,0.029516589
2541-49994,394,cz181,CZ,2015,11,234746,3770461,M,SY,20.6,64.01,18.52,6.56,6.4,5.59,8.85,83.33977722,0.86577129,2.387316208,22.8,-0.229014592,0.029516589
2541-49995,395,cz180,CZ,2015,11,234522,3770537,M,SY,22.2,64.08,19.68,7.56,5.97,5.66,9.28,84.76519634,1.763749582,2.767043279,22.9,0.701634325,1.199443072
2541-49996,396,cz179,CZ,2015,11,234661,3770621,M,SY,20.6,60.06,18.95,6.86,6.08,5.66,9.34,86.12016525,-0.57436245,6.844734089,23.1,2.187545144,1.030141939
2541-49997,397,cz106,CZ,2015,11,240913,3771248,M,SY,19.5,60.98,20.02,6.03,6.17,5.99,9.46,90.34717817,-0.838753038,11.37962877,23.2,-0.909332391,-0.586790545
2541-49998,398,cz107,CZ,2015,11,240878,3771109,M,SY,19.1,58.88,18.49,5.57,5.9,5.1,8.8,76.02654222,-1.822507994,-1.79542856,23.2,0.254029054,-0.545869475
2541-49999,399,cz140,CZ,2015,11,240863,3769051,M,SY,20.3,62.66,19.32,7.68,6.3,4.97,9.06,80.19402195,0.209988008,0.005217889,23.7,-0.00901905,0.784880012
2541-50000,400,cz139,CZ,2015,11,240929,3769154,M,SY,19.9,58.97,18.81,5.15,6.19,5.17,9.49,84.67094856,-1.353466353,6.302780708,23.7,-0.643574751,-0.759067146
2301-83309,401,cz138,CZ,2015,11,240979,3769177,M,SY,23.3,63.38,20.27,7.82,6.49,5.12,9.8,89.36103224,2.108350151,6.961593227,23.7,0.236549516,-0.364083932
2301-83310,402,cz137,CZ,2015,11,241038,3768795,F,ASY,21.6,59.9,19.55,6.06,5.64,5.12,9.85,83.24120975,-0.087411397,3.398726079,23.7,-0.182044767,-0.564279066
2301-83311,403,cz137,CZ,2015,11,241038,3768795,M,SY,19.6,59.99,19.1,6.8,6.08,5.08,10.03,87.91338634,-1.145169391,9.302657528,23.7,-0.182044767,-0.564279066
2301-83318,404,ro97,RO,2015,10,773380,3765236,M,SY,22.6,60.06,18.91,4.59,5.88,4.45,9.14,74.15431007,0.516208718,-6.391086757,22.3,-0.077829755,-0.731806583
2301-83312,405,ro131,RO,2015,10,768779,3766321,M,SY,21.6,62.49,20.48,6.61,5.86,4.54,8.8,71.87963991,0.856878828,-9.062465866,22.2,-0.01437811,-1.461392657
2301-83313,406,ro131,RO,2015,10,768779,3766321,M,SY,22.5,62.93,20.64,6.61,6.41,5.39,9.2,85.26282462,1.508055814,3.562425907,22.2,-0.01437811,-1.461392657
2301-83314,407,ro132,RO,2015,10,768602,3766771,M,SY,19.9,63.29,20.16,5.89,6,5.25,9.19,81.20035262,0.221565991,0.998066045,22.2,1.711269174,0.146651106
2301-83315,408,ro119,RO,2015,10,768649,3766708,M,SY,22.6,60.61,20.39,4.81,5.91,4.86,8.97,75.87488183,0.71673367,-4.904025482,22.2,2.282072807,-0.767869414
2301-83316,409,ro134,RO,2015,10,768576,3766851,M,ASY,21.3,60.48,19.99,5.74,5.51,4.5,9.53,74.92329342,-0.039534396,-4.974942822,22.1,-0.933652887,-1.103146914
2301-83317,410,ro133,RO,2015,10,768650,3766706,M,SY,22.2,61.65,20.42,6.87,5.25,4.92,8.63,68.93211915,0.877793889,-12.03434213,22.2,1.12191515,0.369922262
2301-83319,411,ro98,RO,2015,10,773282,3765170,F,ASY,21.4,59.6,18.37,4.31,5.97,4.9,9.42,80.4211591,-0.30584576,0.833041352,22.2,-0.82212642,-0.973077311
2301-83320,412,ro98,RO,2015,10,773282,3765170,M,SY,20.6,62.21,20.1,6.15,5.89,5.11,9.27,80.08705072,0.209507814,-0.101194157,22.2,-0.82212642,-0.973077311
2301-83321,413,ro98,RO,2015,10,773282,3765170,M,SY,20.9,59.14,19.92,4.92,6.2,5.03,9.65,85.11320627,-0.746200329,6.037879617,22.2,-0.82212642,-0.973077311
2301-83322,414,ro30,RO,2015,10,773805,3764838,M,ASY,20.8,61.78,20.85,7.71,6.46,5.5,9.31,87.45220054,0.161790878,7.319521839,22.2,-0.452721719,0.104478764
2301-83324,416,ro30,RO,2015,10,773805,3764838,M,SY,22,63.04,20.9,4.72,5.71,4.81,9.38,77.50120581,1.275518012,-3.928403584,22.2,-0.452721719,0.104478764
2301-83325,417,ro31,RO,2015,10,774004,3764761,M,ASY,19,58.63,19.53,5.87,6.04,5.13,9.78,85.7989374,-1.968184257,8.146606034,22.2,-0.491459085,-0.828107837
2301-83326,418,ro11,RO,2015,10,772191,3766979,M,SY,22.5,62.52,19.77,5.96,5.98,4.91,8.97,76.72028441,1.358573578,-4.806042851,22.4,-1.261575026,-0.860657222
2301-83327,419,ro50,RO,2015,10,775851,3764206,M,SY,21.9,62.79,19.82,6.26,6.02,5.01,9.19,79.61243461,1.129841749,-1.647535371,22.3,0.646083084,-0.578465424
2301-83328,420,ro49,RO,2015,10,775803,3763935,M,ASY,21.4,61.77,19.15,7.93,6.09,5.04,9.58,83.74339333,0.48531632,3.233970575,22.3,-0.864176933,-0.875762884
2301-83330,421,ro100,RO,2015,10,776717,3763324,M,ASY,21.6,62.75,20.75,7.42,6.03,5.08,9.21,80.36437481,0.951672441,-0.688117741,22.3,-0.933652887,-1.103146914
2301-83331,422,ro43,RO,2015,10,776967,3763156,M,ASY,22.3,62.3,19.05,5.72,5.91,4.83,9.68,81.65250634,1.169306481,0.34657984,22.3,-0.581410252,-0.829280237
2301-83332,423,ro42,RO,2015,10,777069,3763049,M,SY,22.8,61.01,19.58,6.09,6.31,5.41,9.77,89.93154546,0.971627114,8.855815774,22.3,-0.845200499,-0.376896802
2301-83334,425,ro41,RO,2015,11,222824,3763001,M,ASY,20.2,59.79,19.15,5.41,6.11,4.86,9.48,81.67795324,-0.890916205,2.771147632,22.3,-0.909332391,-0.586790545
2301-83335,426,ro22,RO,2015,10,766931,3766374,M,SY,22.1,61.73,19.4,4.62,6.25,5.43,9.37,85.95523164,0.852432596,5.018303483,22.2,0.018160691,0.090962377
2301-83336,427,ro23,RO,2015,10,766788,3766208,M,SY,22,61.69,20.12,6.48,6.25,4.91,9.47,83.00496198,0.783320405,2.148514687,22.2,-0.544973641,-1.004913184
2301-83337,428,ro24,RO,2015,10,766949,3766427,M,ASY,20.8,64.11,20.87,6.7,5.91,5.01,9.67,82.93521862,1.011287489,1.813304589,22.2,-0.800045042,-0.665869141
2301-83338,429,ro25,RO,2015,10,766814,3766248,M,ASY,22.4,63.19,19.63,6.42,6.26,5.35,9.4,85.71364316,1.548320869,3.966355955,22.2,-0.11230154,-1.069281604
2301-83339,430,ro26,RO,2015,10,766960,3766481,M,SY,21.9,62.66,19.15,5.62,5.84,4.92,9.07,76.64952004,1.082444942,-4.555256554,22.2,-1.192099072,-0.633273191
2301-83340,431,ro27,RO,2015,10,766675,3765938,F,SY,20.5,57.97,20.3,5.13,5.87,5.07,8.92,76.6429227,-1.390885823,-1.681670333,22.2,-0.909332391,-0.586790545
2301-83341,432,ro28,RO,2015,10,766924,3766562,M,SY,21.8,63.92,19.62,5.28,5.45,4.64,9.36,74.17488751,1.487300818,-7.501342095,22.2,-0.475497687,-0.777529153
2301-83342,433,ro29,RO,2015,10,766613,3765846,M,SY,20.6,61.82,19.07,5.92,5.97,5.29,9.5,84.01404154,0.067317394,3.991376825,22,-0.520653145,-0.488556814
2301-83343,434,ro12,RO,2015,10,772166,3766983,M,SY,21.9,63.1,20.69,7.28,5.89,5.21,9.39,81.86126517,1.242864903,0.469680188,22.4,-0.544973641,-1.004913184
2301-83344,435,ro9,RO,2015,10,772011,3767599,F,SY,21.7,56.49,19.2,3.81,5.96,5.08,9.85,85.40733788,-1.276137536,6.949120936,22.4,0.755500789,-0.644947621
2301-83345,436,ro9,RO,2015,10,772011,3767599,M,ASY,21.2,61.57,20.67,7.44,6.27,5.25,9.32,84.32537337,0.303341039,4.027860085,22.4,0.755500789,-0.644947621
2301-83347,438,ro10,RO,2015,10,772111,3767419,M,SY,22.5,62.63,19.05,4.5,5.98,4.94,8.88,76.15974575,1.398678568,-5.413283608,22.4,-0.360596437,-0.77828923
2301-83348,439,ro8,RO,2015,10,772061,3767716,F,SY,22.3,60.63,21.18,5.29,5.75,4.86,9.27,77.24760074,0.560439811,-3.349303013,22.4,-0.800045042,-0.665869141
2301-83349,440,ro8,RO,2015,10,772061,3767716,F,ASY,19.8,57.69,19.86,5.3,5.99,4.98,9.17,79.00704971,-1.874671161,1.245822725,22.4,-0.800045042,-0.665869141
2301-83353,444,ro4,RO,2015,10,770988,3767980,M,SY,20.7,61.3,19.43,5.06,5.69,4.89,8.77,72.87442523,-0.067741274,-6.990964218,22.3,-0.800045042,-0.665869141
2301-83355,446,ro5,RO,2015,10,771072,3767850,M,SY,23.1,61.18,21.04,5.47,6.41,5.25,9.35,85.62489317,1.197193229,4.286492666,22.3,-1.261575026,-0.860657222
2301-83356,447,ro5,RO,2015,10,771072,3767850,M,SY,23.1,59.52,19.61,5.98,5.94,4.99,9.3,79.83493791,0.591972467,-0.798685492,22.3,-1.261575026,-0.860657222
2301-83357,448,ro108,RO,2015,11,225131,3760003,M,SY,20.9,61.75,20.32,3.6,5.48,4.27,9.02,69.07184148,0.205381712,-11.11159857,22.4,-0.800045042,-0.665869141
2301-83358,449,ro48,RO,2015,11,225235,3759976,F,SY,22.8,59.77,18.78,7.33,6.04,5.07,9.59,83.68016878,0.519534497,3.130899098,22.4,-1.192099072,-0.633273191
2301-83359,450,ro48,RO,2015,11,225235,3759976,M,SY,21.5,62.82,20.82,7.07,6.2,4.84,9.09,78.81753313,0.92266524,-2.201180654,22.4,-1.192099072,-0.633273191
2301-83360,451,ro107,RO,2015,11,225328,3760826,M,SY,19.6,61.43,18.48,5.29,5.71,4.69,8.4,68.61238355,-0.62015861,-10.60971817,22.4,-1.261575026,-0.860657222
2301-83362,453,ro47,RO,2015,11,224582,3761173,M,SY,20.4,59.42,19.13,4.75,5.67,4.45,9.23,73.36215749,-0.916757692,-5.514555812,22.3,-0.105525036,-1.117333273
2301-83363,454,ro46,RO,2015,11,224465,3761375,F,ASY,22.6,60.97,20.02,6.03,5.84,5.55,9.66,86.41531788,0.847986365,5.483567341,22.3,-0.316665367,-0.904718795
2301-83364,455,ro46,RO,2015,11,224465,3761375,M,SY,21.4,62.16,20.32,7.64,5.94,4.84,9.35,79.16263708,0.62750674,-1.512365838,22.3,-0.316665367,-0.904718795
2301-83365,456,ro104,RO,2015,11,224023,3762188,M,ASY,23,63.28,19.63,6.64,6.16,5.08,9.4,82.98202835,1.908305393,0.815540639,22.3,-0.544973641,-1.004913184
2301-83366,457,ro105,RO,2015,11,223837,3762291,M,SY,21.8,61.76,19.11,4.51,5.93,4.71,9.52,79.55517909,0.699784646,-1.203991153,22.3,-0.544973641,-1.004913184
2301-83367,458,ro105,RO,2015,11,223837,3762291,M,ASY,23.8,60.75,19.44,4.14,6.26,5.85,10.45,99.39174488,1.422119085,17.79141914,22.3,-0.544973641,-1.004913184
2301-83370,462,ro20,RO,2015,10,766391,3765115,M,SY,24,61.19,20.32,5.39,6.23,4.99,9.58,84.42056363,1.691596163,2.506432931,22,0.119229735,-1.024114883
2301-83372,464,ro126,RO,2015,10,766551,3765645,F,SY,19.6,59.88,20.23,8.89,5.78,4.92,9.22,77.48267041,-1.185274382,-1.081356305,22,-1.192099072,-0.633273191
2301-83373,465,ro127,RO,2015,10,766503,3765752,M,ASY,22.7,62.79,19.21,6.2,6.08,5.31,9.01,80.60062258,1.566070216,-1.167333667,22.3,-0.978808344,-0.814174575
2301-83374,466,ro126,RO,2015,10,766551,3765645,M,ASY,22.3,62.9,19.26,5.32,5.98,4.59,9.05,75.13001021,1.388060973,-6.430655001,22,-1.192099072,-0.633273191
2301-83375,467,ro128,RO,2015,10,766599,3765515,M,SY,24.8,61.66,20.96,5.1,5.76,5.16,9.41,80.70531616,2.299182316,-1.916346129,22,-0.650886205,-1.056664267
2301-83376,468,ro129,RO,2015,10,766912,3766735,M,SY,21.1,63.24,19.32,5.71,5.89,4.61,9.49,78.26099999,0.857679151,-2.682037759,22.2,-0.933652887,-1.103146914
2301-83377,469,ro130,RO,2015,10,766738,3766891,F,SY,19.9,59.85,19.64,6.38,5.72,4.75,9.03,74.2547625,-1.032626431,-4.487022129,22.1,-0.650886205,-1.056664267
2301-83378,470,ro130,RO,2015,10,766738,3766891,F,SY,18.9,59.89,18.55,7.24,6.05,5.27,8.75,77.79368808,-1.563328382,-0.330096297,22.1,-0.650886205,-1.056664267
2301-83387,471,mi31,MI,2015,10,743528,3768986,M,SY,20,61.19,19.41,6.31,5.7,4.65,8.84,71.85921956,-0.489546173,-7.514979808,21.2,0.062409298,-0.936411505
2301-83388,472,mi32,MI,2015,10,743545,3769054,M,SY,23.1,63.82,19.48,5.87,5.72,4.41,8.22,65.39900551,2.159712995,-17.06024533,21.2,0.565989795,-0.838937851
2301-83380,473,ro44,RO,2015,10,776781,3762992,M,SY,22.2,63.36,20.84,5.72,5.96,4.83,8.28,70.1684144,1.501244192,-11.52405221,22.3,-1.192099072,-0.633273191
2301-83382,475,ro101,RO,2015,10,776432,3763116,M,SY,21.4,61.86,19.91,6,5.79,4.84,9.62,80.31528743,0.518129494,-0.232346132,22.3,0.55867834,-1.136534972
2301-83384,477,ro102,RO,2015,10,776367,3763030,M,ASY,22.4,60.88,19.8,5.19,6.05,4.84,9.48,81.08230727,0.706116074,0.315764104,22.3,-0.297144791,-1.507875303
2301-83385,478,ro103,RO,2015,10,776429,3762924,M,ASY,21.3,61.59,18.62,6.3,5.55,4.59,9.88,78.68370128,0.365161414,-1.685801578,22.3,-0.800045042,-0.665869141
2301-83386,479,ro45,RO,2015,10,776467,3762697,M,ASY,24.3,64,21.4,6.28,6.04,4.78,9.89,84.04530039,2.879682043,0.747648542,22.3,-1.192099072,-0.633273191
2301-83389,480,mi32,MI,2015,10,743545,3769054,F,SY,20.8,56.22,18.55,6.31,5.8,4.69,8.67,71.43062778,-1.865334083,-6.341472194,21.2,0.565989795,-0.838937851
2301-83390,481,mi33,MI,2015,10,743583,3769092,M,SY,21.3,60.19,19.94,5.15,5.7,4.86,8.84,73.31723271,-0.145265734,-6.457879822,21.2,1.043073884,-1.047589477
2301-83391,482,mi33,MI,2015,10,743583,3769092,F,ASY,20,57.33,19.71,4.62,5.67,4.86,8.62,71.28949173,-1.89686674,-6.445888594,21.2,1.043073884,-1.047589477
2301-83393,484,mi34,MI,2015,10,742581,3768898,M,SY,21.3,59.31,20.51,5.04,5.4,4.55,8.84,69.08205166,-0.466105656,-10.31944409,21.2,1.551909722,-1.110060641
2301-83395,486,mi35,MI,2015,10,742526,3768927,M,ASY,21.1,62.18,20.47,5.48,5.89,4.67,9.49,78.70820571,0.471212881,-1.784793648,21.2,1.684718336,-0.691736788
2301-83396,487,mi36,MI,2015,10,742310,3768936,M,SY,22.4,60.03,19.42,6.02,5.67,4.62,8.7,70.31119978,0.396213877,-10.09446354,21.3,1.043073884,-1.047589477
