band,ss,site_name,island,year,zone,utm_e,utm_n,sex,age,mass,wing,tarsus,primext,billd,billw,billl,bill_sa,bodsize,billsc,maxt,veg1,veg2
2301-83398,489,mi38,MI,2015,10,742108,3769029,M,SY,19.5,60.68,19.28,5.67,5.42,4.43,8.19,63.35924794,-0.948130284,-15.48093211,21.2,0.603625279,-0.935169388
2421-41110,493,mi39,MI,2015,10,741840,3768984,F,SY,20,58.28,19.08,7.02,5.96,4.97,8.73,74.94182881,-1.55050546,-3.196887807,21.2,0.931547418,-1.17765908
2421-41112,495,mi50,MI,2015,10,741720,3768956,M,SY,20.7,60.03,20.26,4.62,5.87,4.47,8.65,70.24679713,-0.530771616,-9.079395379,21.2,0.213930164,-1.361198267
2421-41113,496,mi50,MI,2015,10,741720,3768956,M,SY,20.7,60.44,20.2,6.66,5.63,4.84,8.79,72.281214,-0.38128938,-7.219049962,21.2,0.213930164,-1.361198267
2421-41114,497,mi51,MI,2015,10,741799,3768806,M,SY,22.1,59.81,21.56,6.97,5.72,4.57,8.82,71.28100943,0.152418221,-8.84075485,21.3,0.618639711,-1.078706808
2421-41117,500,mi57,MI,2015,10,741026,3769280,M,SY,19.4,58.04,19.87,3.72,5.7,4.95,8.87,74.1930302,-1.965178608,-3.462801233,21.2,-1.261575026,-0.860657222
2421-41118,501,mi58,MI,2015,10,740916,3769230,M,SY,22.3,62.15,20.68,5.68,5.77,4.93,8.71,73.19675263,1.114617858,-8.045489192,21.2,-1.482286941,-0.804194525
2421-41119,502,mi59,MI,2015,10,740818,3769285,M,SY,22.7,62.14,20.21,7.35,5.82,4.68,8.94,73.7253256,1.329086183,-7.76666371,21.2,-1.261575026,-0.860657222
2421-41120,503,mi60,MI,2015,10,739793,3769208,M,SY,21.3,60.87,19.02,5.97,5.68,4.54,8.7,69.8328923,0.102656024,-10.2309241,21.3,-0.087344338,-0.90136245
2421-41121,504,mi60,MI,2015,10,739793,3769208,F,SY,21.5,55.38,19.24,3.79,5.63,4.84,9.56,78.61301545,-1.789890463,0.753061689,21.3,-0.087344338,-0.90136245
2421-41123,505,mi61,MI,2015,10,739663,3769269,M,SY,21.5,59.19,20.86,5.24,5.9,5.05,9.12,78.43300219,-0.400799438,-1.044542389,21.3,-1.261575026,-0.860657222
2421-41124,506,mi61,MI,2015,10,739663,3769269,M,SY,22.3,60.42,20.31,4.07,5.46,5.15,9.06,75.49765509,0.483875738,-5.010090114,21.3,-1.261575026,-0.860657222
2421-41125,507,mi62,MI,2015,10,739436,3769276,M,SY,23.6,61.77,19.59,5.62,5.63,5.08,8.62,72.50811552,1.684944605,-9.398269467,21.3,1.159855692,-1.077464691
2421-41126,508,mi62,MI,2015,10,739436,3769276,M,SY,21.4,61.78,20.72,4.83,5.95,5.05,9.25,79.91426313,0.488962228,-0.59940527,21.3,1.159855692,-1.077464691
2421-41127,509,mi62,MI,2015,10,739436,3769276,M,ASY,22.5,59.81,20.45,5.67,5.93,4.96,8.82,75.43733651,0.370532455,-4.938420903,21.3,1.159855692,-1.077464691
2421-41129,511,mi63,MI,2015,10,739281,3769469,M,SY,20.7,61.06,19.57,4.74,5.85,4.78,9.34,77.97762833,-0.155243071,-1.785865634,21.3,1.03576243,-1.345186598
2421-41130,512,mi64,MI,2015,10,739193,3769948,F,ASY,19.8,57.56,19.86,5.3,6,4.86,9.27,79.06776099,-1.922067968,1.361727393,21.3,-1.192099072,-0.633273191
2421-41133,515,mi65,MI,2015,10,738769,3769970,M,ASY,22.4,58.54,19.98,4.05,5.63,4.62,8.82,71.00392096,-0.147026445,-8.769141231,21.3,0.214946033,-1.033403118
2421-41134,516,mi65,MI,2015,10,738769,3769970,M,ASY,21.2,60.21,19.35,5.06,5.65,4.75,9.32,76.12707318,-0.192502476,-3.593032359,21.3,0.214946033,-1.033403118
2421-41122,517,mi61,MI,2015,10,739663,3769269,M,ASY,22,62.1,20.16,5.82,5.65,4.74,9.13,74.50341956,0.932802641,-6.527099186,21.3,-1.261575026,-0.860657222
2421-41135,518,mi22,MI,2015,10,744959,3768961,M,SY,22.8,61.86,20.13,5.91,5.79,4.92,8.9,74.86336754,1.281529312,-6.573241988,21.4,1.049783086,-0.674531857
2421-41136,519,mi23,MI,2015,10,745061,3768930,M,ASY,21.7,61.6,19.61,5.37,5.65,5.03,9.8,82.20291337,0.586921556,1.575171733,21.4,0.476117117,-0.527776176
2421-41137,520,mi23,MI,2015,10,745061,3768930,F,SY,19.1,58.44,19.34,7.66,5.78,4.68,8.84,72.62294074,-1.982927955,-5.012221651,21.4,0.476117117,-0.527776176
2421-41138,521,mi24,MI,2015,10,745327,3768862,M,SY,21.6,58.92,20.1,6.47,5.77,4.74,9.05,74.70353901,-0.444710401,-4.722871432,21.4,-0.539359739,-0.926594664
2421-41139,522,mi24,MI,2015,10,745327,3768862,M,ASY,22.7,61.58,19.11,5.71,5.99,4.65,9.6,80.22371,1.124915324,-1.030523179,21.4,-0.539359739,-0.926594664
2421-41145,528,mi67,MI,2015,10,738423,3769521,F,SY,20.9,61.42,18.98,6.86,5.34,4.99,8.31,67.42038476,0.085066741,-12.622949,21.4,2.077637385,0.0755259
2421-41147,530,mi68,MI,2015,10,738117,3769313,M,SY,22.2,60.8,19.94,7.55,5.66,4.91,9.32,77.37145803,0.567891692,-3.234123408,21.4,2.070932476,-0.555254936
2421-41148,531,mi68,MI,2015,10,738117,3769313,M,SY,21.2,57.41,18.54,4.69,5.86,5.01,9.14,78.03072125,-1.213356773,-0.500603635,21.4,2.070932476,-0.555254936
2421-41150,533,mi27,MI,2015,10,745710,3768537,M,SY,22.2,58.17,19.58,3.5,5.49,4.63,9.05,71.93147619,-0.390982166,-7.557500562,21.4,-1.192099072,-0.633273191
2421-41151,534,mi26,MI,2015,10,745666,3768556,F,SY,19.8,56.45,19.07,4.95,5.37,4.59,8.84,69.15148085,-2.326763778,-8.083286131,21.4,-0.752650467,-0.74569328
2421-41152,535,mi26,MI,2015,10,745666,3768556,M,SY,21.5,59.38,20.47,6.21,5.57,4.44,9.32,73.27230794,-0.331527182,-6.285903898,21.4,-0.752650467,-0.74569328
2421-41153,536,mi28,MI,2015,10,745949,3768399,F,SY,21.4,56.71,18.88,4.58,5.09,4.5,8.77,66.05536275,-1.359513231,-12.30576354,21.4,-1.192099072,-0.633273191
2421-41154,537,mi29,MI,2015,10,746254,3768318,M,SY,22.2,57.23,18.4,3.74,5.58,4.59,8.71,69.57111909,-0.733697537,-9.518767014,21.5,-1.412810987,-0.576810495
2421-41156,538,mi30,MI,2015,10,746539,3768298,M,SY,24.4,60.06,20.57,6.37,5.47,4.64,8.95,71.06636012,1.49772277,-10.62200581,21.5,-1.192099072,-0.633273191
2421-41158,540,mi16,MI,2015,10,746619,3768758,F,ASY,18.7,56.6,18.53,6,5.78,4.73,8.84,72.97008672,-2.871889298,-3.629883823,21.5,-0.933652887,-1.103146914
2421-41159,541,mi17,MI,2015,10,746691,3768790,M,SY,20.4,59.94,20.44,5.97,5.44,4.56,9.08,71.31415324,-0.727170465,-7.783333612,21.5,-0.574098797,-0.531683116
NA,542,mi16,MI,2015,10,746619,3768758,M,SY,19.8,58.39,19.49,4.81,6.06,5.2,9.66,85.42901487,-1.619457587,7.370592722,21.5,-0.933652887,-1.103146914
2421-41161,544,mi19,MI,2015,10,747024,3768856,F,ASY,20,58.52,19.14,6.18,5.79,4.45,9.19,73.91036541,-1.463003664,-4.330246692,21.6,0.239157511,-0.106440355
2421-41162,545,mi20,MI,2015,10,747014,3768909,M,ASY,23.7,63.05,19.99,6.74,5.85,5.03,9.21,78.70066588,2.206149414,-3.812659975,21.6,-0.077829755,-0.731806583
2421-41163,546,mi21,MI,2015,10,747234,3768985,M,ASY,21.5,59.9,19.92,5.59,5.74,4.91,8.78,73.44022606,-0.141939955,-6.338759328,21.6,1.097263006,-1.149152309
null,547,mi40,MI,2015,10,744205,3770096,M,SY,21.6,61.29,20.04,5.93,5.36,4.75,8.9,70.66934134,0.419369843,-9.763287012,21.7,2.433769709,-0.983990549
null,548,mi40,MI,2015,10,744205,3770096,F,SY,19.8,59.01,18.71,6.73,5.89,5.06,9.04,77.7449934,-1.393411278,-0.57665875,21.7,2.433769709,-0.983990549
null,552,mi52,MI,2015,10,741736,3769172,F,ASY,20.6,56.16,19.8,5.76,5.78,4.57,8.65,70.31473407,-1.996266649,-7.304895466,21.2,1.246553335,0.283133589
null,554,mi53,MI,2015,10,741764,3769256,M,SY,19.8,59.28,18.38,4.24,5.68,4.83,9.13,75.36390179,-1.294971757,-3.07238278,21.2,0.647764868,-1.551936876
null,555,mi54,MI,2015,10,741614,3769517,M,ASY,23.8,60.86,19.77,5.79,6.03,5.02,9.01,78.19463385,1.462224076,-3.452393991,21.2,-0.247189413,-0.677334764
null,556,mi54,MI,2015,10,741614,3769517,M,ASY,22.1,62.21,20.11,5.79,5.79,4.86,8.78,73.44022606,1.02743619,-7.700493066,21.2,-0.247189413,-0.677334764
null,558,mi55,MI,2015,10,741473,3769661,M,SY,22.1,63.08,20,7.46,5.92,5.08,9.04,78.09999337,1.344630204,-3.410096888,21.2,0.203060921,-1.279571969
null,560,mi56,MI,2015,10,741362,3769875,M,SY,21.7,60.54,19.73,5.38,5.79,4.79,9.15,76.03204,0.200455286,-4.145663246,21.3,2.260918822,-0.203591246
null,563,mi43,MI,2015,10,743598,3770532,M,SY,20.4,59.64,19.43,5.41,5.79,5.14,8.71,74.77014077,-0.836547711,-4.199976727,21.4,1.435127914,-1.080185426
null,564,mi43,MI,2015,10,743598,3770532,M,ASY,22,60.18,19.68,5.88,5.81,4.57,9.18,74.83933435,0.232788266,-5.376020519,21.4,1.435127914,-1.080185426
null,565,mi44,MI,2015,10,743131,3770885,M,SY,21.7,59.79,19.98,5.25,5.45,4.66,9.31,73.92489527,-0.072987829,-5.934384587,21.6,0.583498395,-0.33579545
null,567,mi45,MI,2015,10,742968,3771158,F,SY,17.9,56.51,18.58,6.7,5.21,4.92,8.4,66.83110052,-3.340930939,-9.22267295,21.4,1.406896479,0.143145501
null,568,mi46,MI,2015,10,742976,3771303,M,SY,21.3,58.54,19.55,4.41,5.24,4.82,8.42,66.52730851,-0.746840588,-12.54727256,21.4,2.101190847,0.259229233
null,569,mi47,MI,2015,10,742864,3771332,F,SY,18.3,56.26,19.09,5.7,5.66,4.98,9.11,76.12895814,-3.21396441,-0.072667333,21.4,1.903519906,0.238889013
null,571,mi48,MI,2015,10,742790,3771466,M,SY,22.3,62.21,19.91,5.3,5.68,4.69,9.07,73.87133112,1.136493307,-7.396384573,21.4,1.940074733,0.040758691
null,573,ro56,RO,2015,10,744460,3769600,F,ASY,21.7,57.23,19.26,6.33,5.83,4.9,9.39,79.13255633,-1.006340329,0.360161642,21.3,-1.261575026,-0.860657222
null,574,ro55,RO,2015,10,759231,3765464,M,SY,21.5,61.47,20.44,4.9,6,5.05,9.42,81.75288023,0.430467633,1.307328547,21.8,-1.261575026,-0.860657222
null,577,ro57,RO,2015,10,759664,3765241,F,ASY,20,59.16,20.17,3.35,5.56,4.66,8.83,70.8763723,-1.229665539,-7.635961094,21.8,-0.539359739,-0.926594664
null,578,ro57,RO,2015,10,759664,3765241,M,ASY,22.4,62.8,20.45,6.39,6,5.25,9.31,82.26064014,1.406130449,0.678933097,21.8,-0.539359739,-0.926594664
null,579,ro58,RO,2015,10,759775,3764977,M,SY,21.6,59.41,19.83,5.13,5.67,4.92,8.6,71.52935233,-0.266060899,-8.105094726,21.8,-1.261575026,-0.860657222
null,581,ro60,RO,2015,10,760322,3764969,M,ASY,21.8,61.03,20.17,4.75,6.16,4.81,9.48,81.67795324,0.433633347,1.228715096,21.9,-0.509966906,-0.321789373
null,582,ro61,RO,2015,10,760488,3764187,F,SY,24.4,58.46,19.49,5.38,5.82,4.97,9.43,79.91402751,0.914377457,-1.095035185,21.9,-1.261575026,-0.860657222
null,584,ro109,RO,2015,10,769821,3761757,F,SY,19.3,58.43,19.38,5.05,5.7,5.42,8.36,73.01312654,-1.877516746,-4.744786772,21.9,-1.261575026,-0.860657222
null,585,ro110,RO,2015,10,769764,3761765,M,SY,21.9,59.22,20.17,4.86,5.9,4.87,8.72,73.76019728,-0.17174748,-5.984077368,21.9,-0.635868659,-0.775568494
null,586,ro110,RO,2015,10,769764,3761765,F,SY,19.6,58.09,19.92,5.68,5.66,4.96,8.65,72.14903148,-1.83789195,-5.655024746,21.9,-0.635868659,-0.775568494
null,590,ro33,RO,2015,10,770086,3761901,M,ASY,21.9,61.93,20.27,6.7,5.9,5.37,8.93,79.0433351,0.816293644,-1.851509395,21.9,-0.909332391,-0.586790545
null,591,ro34,RO,2015,10,770248,3761924,M,ASY,24.6,61.17,20.39,5.4,6.3,5.21,9.81,88.68174136,2.011475697,6.395112252,21.9,-0.800045042,-0.665869141
null,592,ro34,RO,2015,10,770248,3761924,M,SY,21,62.21,19.75,7.4,5.85,5.06,9.76,83.63045308,0.427622048,3.188215069,21.9,-0.800045042,-0.665869141
null,593,ro112,RO,2015,10,770378,3763145,F,ASY,22.1,58.24,19.34,6.24,6.16,4.95,9.24,80.62614802,-0.419989367,1.170950035,22,-1.261575026,-0.860657222
null,594,ro112,RO,2015,10,770378,3763145,M,SY,22.1,60.36,20.02,5.66,5.68,5.25,8.81,75.62858097,0.352943172,-4.726693796,22,-1.261575026,-0.860657222
null,596,ro79,RO,2015,10,761321,3765560,F,SY,18.7,58.43,19.09,5.19,5.55,5.24,9.15,77.54118257,-2.204688097,0.164258957,21.9,-0.864176933,-0.875762884
null,598,ro79,RO,2015,10,761321,3765560,M,ASY,21,61.58,19.41,7.38,5.91,4.7,9.05,75.41432435,0.197929831,-4.760438013,21.9,-0.864176933,-0.875762884
null,600,ro81,RO,2015,10,760979,3765958,M,SY,22.1,56.88,20.41,3.99,5.85,5.1,8.8,75.68096702,-0.915832882,-3.196823219,21.9,-0.272824295,-0.991518934
null,602,ro81,RO,2015,10,760979,3765958,M,SY,19.6,58.7,18.48,5.83,5.51,4.77,9.14,73.79538311,-1.615491549,-4.267657472,21.9,-0.272824295,-0.991518934
null,603,ro82,RO,2015,10,760926,3765980,M,SY,21.3,59.63,20.48,5.85,6.05,5.23,9.6,85.04919632,-0.349436594,5.511839919,21.9,-0.208692404,-0.781625191
null,604,ro82,RO,2015,10,760926,3765980,M,SY,22.8,60.85,20.02,6.07,5.6,4.66,9.19,74.05472159,0.913292583,-6.953077773,21.9,-0.208692404,-0.781625191
null,605,ro83,RO,2015,10,760492,3766221,M,SY,23.8,59.62,20.55,5.85,6,4.73,8.78,73.99188973,1.010131458,-7.128678107,22,-0.491459085,-0.828107837
null,606,ro113,RO,2015,10,767441,3755492,M,SY,23.4,61.97,20.1,6.77,5.68,4.78,8.76,71.96571955,1.648805652,-9.898581774,21.9,0.021306305,-0.632003831
null,608,ro114,RO,2015,10,768111,3756137,M,ASY,20.9,59.89,20.04,5.84,5.66,5.22,9.01,76.99163948,-0.472757214,-2.402110563,21.8,-0.537784817,0.092317645
null,611,ro115,RO,2015,10,768118,3755865,F,SY,20,57.64,19.28,6.03,5.75,4.99,8.59,72.4581642,-1.783843585,-5.408831125,21.8,-0.581410252,-0.829280237
null,612,ro115,RO,2015,10,768118,3755865,M,SY,23.6,58.98,18.81,3.16,5.98,4.8,9.12,77.21532088,0.667736217,-3.506529098,21.8,-0.581410252,-0.829280237
null,616,ro62,RO,2015,10,766728,3762211,M,SY,23.5,63,21.47,6.18,6.01,5.01,9.64,83.43504601,2.078862756,1.069944948,21.8,-1.192099072,-0.633273191
null,617,ro63,RO,2015,10,766423,3762324,M,SY,22,59.96,20.01,4.68,5.58,4.98,8.67,71.90728593,0.152578286,-8.214664745,21.8,-0.978808344,-0.814174575
null,618,ro63,RO,2015,10,766423,3762324,M,ASY,22.4,60.43,20.24,5.79,5.95,5.59,9.34,84.65304148,0.542050205,4.077552348,21.8,-0.978808344,-0.814174575
null,619,ro64,RO,2015,10,765797,3762768,M,ASY,21.4,59.53,20.44,4.17,5.72,5.2,9.92,85.07935561,-0.331367117,5.520957378,21.9,-0.581410252,-0.829280237
null,621,ro66,RO,2015,10,765996,3762644,M,ASY,22.7,62.25,20.83,5.71,5.87,4.73,9.14,76.09251566,1.369191173,-5.446175747,21.9,-0.650886205,-1.056664267
null,622,ro67,RO,2015,10,765828,3762916,M,ASY,23.9,64.06,20.35,5.03,6.51,5.1,9.14,83.34284027,2.683443259,0.273707684,21.9,0.246717599,-0.843466596
null,624,ro68,RO,2015,10,765361,3763078,M,ASY,22.5,60.65,20.05,4.43,6.02,5.15,9.31,81.67567559,0.676788744,0.94328398,21.9,-0.643574751,-0.759067146
null,628,ro88,RO,2015,10,761687,3763481,M,SY,24.3,61.04,19.71,5.96,5.91,5.51,9.25,82.96553499,1.800493215,0.924594119,21.8,-0.51727836,-0.619386494
null,632,ro52,RO,2015,10,761476,3763706,M,ASY,22.2,62.32,20.59,5.05,5.74,5.09,8.87,75.44699691,1.122069739,-5.803922597,21.8,-0.800045042,-0.665869141
null,633,ro53,RO,2015,10,761460,3763965,M,ASY,22.2,58.32,20.5,4.75,6.07,4.57,9.51,79.47161272,-0.336293543,-0.08104871,21.8,0.206634479,-0.466045335
null,634,ro54,RO,2015,10,761458,3764145,F,SY,19.4,58.33,19.67,6.54,5.61,4.74,8.75,71.12762117,-1.85944727,-6.651333974,21.8,-0.864176933,-0.875762884
null,635,ro54,RO,2015,10,761458,3764145,M,ASY,23.2,61.81,19.88,6.08,5.65,4.58,8.77,70.46364557,1.481414004,-11.20572886,21.8,-0.864176933,-0.875762884
null,642,ro86,RO,2015,10,763148,3763904,M,ASY,23,62.04,20.33,6.06,5.77,5.54,9.03,80.21216465,1.456212776,-1.427863058,21.8,0.44377709,-1.135774896
null,643,ro37,RO,2015,10,771665,3757206,M,SY,23,60.5,20.74,5.84,6.1,5.26,9.75,86.99070058,0.894742913,6.004502232,21.9,-0.599839583,-0.010627698
null,644,ro37,RO,2015,10,771665,3757206,M,ASY,20.7,62.05,19.45,5.06,5.63,4.92,8.58,71.09345635,0.205701841,-9.090356488,21.9,-0.599839583,-0.010627698
null,645,ro38,RO,2015,10,771638,3756818,F,ASY,20.7,56.52,18.71,6.05,5.42,5.11,8.59,71.04138445,-1.810485395,-6.794586596,21.9,-0.599839583,-0.010627698
null,656,ro145,RO,2015,10,773536,3763129,M,SY,20.9,59.44,19.03,5.37,5.85,4.93,9.55,80.85595552,-0.636823083,1.653259511,22.1,-0.864176933,-0.875762884
null,658,ro147,RO,2015,10,773961,3763289,M,SY,21.6,58.81,19.46,3.73,6.16,4.86,9.78,84.6467583,-0.484815391,5.267049955,22.1,0.396623019,-0.954317663
null,660,ro148,RO,2015,10,774079,3763495,M,SY,22.8,61.5,20.05,7.09,6.22,5.15,9.5,84.83478262,1.150276616,3.551016319,22.2,0.211779768,-1.392911362
null,663,ro1,RO,2015,10,764123,3764557,F,SY,20.3,55.67,18.2,5.66,5.72,4.6,8.8,71.32671961,-2.338501826,-5.894378462,22,-0.933652887,-1.103146914
null,664,ro2,RO,2015,10,764096,3764557,M,ASY,22.8,59.84,20.25,6.06,6.26,4.92,9.65,84.73425165,0.545055855,4.155262451,22,-0.650886205,-1.056664267
null,667,ro3,RO,2015,10,763951,3763848,F,SY,21.7,56.92,18.34,5.28,5.5,4.98,9.17,75.47802014,-1.119363483,-3.162759547,21.9,-0.802122167,-0.772817541
null,672,ro116,RO,2015,10,771666,3760965,M,SY,21.4,61.94,18.97,5.91,6.37,4.99,8.98,80.12066576,0.54729676,-0.460932963,22,-0.272824295,-0.991518934
null,673,ro117,RO,2015,10,771481,3760878,F,SY,21.4,57.17,19.66,5.69,5.71,5.14,9.17,78.14279757,-1.191801453,-0.413628397,22,1.28704729,-1.162092552
null,674,ro117,RO,2015,10,771481,3760878,M,ASY,22.4,61.35,19.88,6.08,6.03,4.74,9,76.12864398,0.87747376,-4.83744451,22,1.28704729,-1.162092552
null,677,ro118,RO,2015,10,772011,3759421,M,ASY,22,61.07,20.78,5.8,6.1,5.23,9.91,88.18474141,0.557274096,7.591524119,22,0.375047719,-1.083214867
null,678,ro143,RO,2015,10,766563,3757490,M,SY,22.7,60.7,20.53,5.41,6.05,4.93,9.81,84.59822069,0.804075402,3.717604288,21.6,-0.254895505,-0.660833416
null,679,ro143,RO,2015,10,766563,3757490,M,ASY,21.9,61.42,20.18,5.87,5.86,4.96,9.18,78.01171461,0.630352325,-2.66660198,21.6,-0.254895505,-0.660833416
null,681,ro142,RO,2015,10,767643,3757759,M,ASY,24.8,62.72,20.45,5.58,6.2,5.1,9.54,84.66749281,2.685648585,1.595792131,21.8,-0.013631527,-1.181448597
null,682,ro142,RO,2015,10,767643,3757759,F,SY,20.6,58.51,19,7.21,5.47,4.83,8.79,71.10759352,-1.139478221,-7.509762636,21.8,-0.013631527,-1.181448597
null,684,cz220,CZ,2015,11,264027,3768973,M,ASY,21.4,59.39,19.84,5.22,5.98,4.89,8.8,75.12804672,-0.382409832,-4.370912479,23.9,-0.644995041,0.278344641
null,685,cz221,CZ,2015,11,264238,3768886,M,ASY,21.6,61.25,19.76,6.02,6.09,4.92,8.79,76.00918492,0.40478621,-4.406460852,23.9,-0.644995041,0.278344641
null,687,cz222,CZ,2015,11,263051,3769199,F,SY,18,55.65,18.56,6.24,6.08,5.19,9.01,79.75145009,-3.599950486,3.999303823,23.9,-0.927761722,0.231861995